Date,From Account,From Sender,To Account,To Recipient,Amount in Euro
2023-04-30,A001,Alice Johnson,A005,Global Traders,7725.8
2023-01-19,A001,John Doe,A002,Global Traders,4579.53
2023-04-15,A004,Charlie Davis,A004,123 Services,214.05
2023-11-09,A004,John Doe,A004,XYZ Corp,9599.38
2023-08-03,A004,Bob Brown,A002,Global Traders,2418.86
2023-07-20,A003,Charlie Davis,A001,XYZ Corp,7428.94
2023-06-12,A003,John Doe,A003,XYZ Corp,3761.86
2023-09-17,A004,John Doe,A005,XYZ Corp,8194.48
2023-06-02,A002,Charlie Davis,A005,123 Services,2315.66
2023-12-17,A005,Bob Brown,A004,Global Traders,6196.6
2023-01-15,A003,Charlie Davis,A003,123 Services,7869.75
2023-09-25,A003,Bob Brown,A004,123 Services,8759.02
2023-05-24,A002,Alice Johnson,A002,ABC Inc,9728.28
2023-10-01,A004,Charlie Davis,A002,123 Services,9271.1
2023-12-22,A001,John Doe,A001,ABC Inc,5948.54
2023-12-16,A003,John Doe,A003,Global Traders,184.97
2023-05-03,A001,Charlie Davis,A001,XYZ Corp,2223.49
2023-01-03,A005,Charlie Davis,A002,123 Services,5971.28
2023-10-29,A005,Bob Brown,A001,XYZ Corp,6171.73
2023-12-26,A001,Bob Brown,A002,Global Traders,1904.74
2023-02-21,A002,Bob Brown,A004,123 Services,1374.08
2023-02-24,A005,John Doe,A003,XYZ Corp,5163.63
2023-05-28,A005,Bob Brown,A003,Global Traders,5694.14
2023-10-27,A005,Bob Brown,A003,Tech Solutions,9322.57
2023-06-07,A005,Jane Smith,A005,XYZ Corp,2788.63
2023-02-26,A003,Charlie Davis,A005,Tech Solutions,7555.14
2023-02-16,A001,Bob Brown,A004,Global Traders,9113.81
2023-04-08,A005,Charlie Davis,A003,ABC Inc,7437.06
2023-09-15,A001,John Doe,A005,Tech Solutions,9493.52
2023-06-23,A001,Bob Brown,A002,Global Traders,7415.69
2023-01-27,A005,Jane Smith,A003,ABC Inc,2016.15
2023-09-11,A001,Charlie Davis,A002,123 Services,8368.91
2023-02-13,A002,Alice Johnson,A003,Tech Solutions,3687.38
2023-08-23,A004,Jane Smith,A004,ABC Inc,3004.98
2023-06-29,A001,Charlie Davis,A002,Global Traders,5649.9
2023-04-18,A003,Bob Brown,A004,ABC Inc,2996.85
2023-03-21,A005,Jane Smith,A001,ABC Inc,680.81
2023-07-20,A005,John Doe,A003,XYZ Corp,5260.62
2023-09-25,A002,John Doe,A005,Global Traders,7755.84
2023-03-10,A002,Alice Johnson,A005,XYZ Corp,943.71
2023-05-09,A003,Jane Smith,A003,ABC Inc,1480.88
2023-07-22,A005,Jane Smith,A004,ABC Inc,5211.11
2023-10-03,A004,Bob Brown,A005,Global Traders,9119.99
2023-10-24,A003,Bob Brown,A005,XYZ Corp,9917.49
2023-02-11,A005,Bob Brown,A005,123 Services,7725.93
2023-01-19,A003,John Doe,A004,Tech Solutions,8092.45
2023-06-28,A002,Alice Johnson,A004,123 Services,3976.06
2023-06-06,A005,Bob Brown,A001,XYZ Corp,3762.32
2023-02-25,A002,Bob Brown,A002,ABC Inc,8990.15
2023-07-21,A001,Charlie Davis,A004,XYZ Corp,4872.13
2023-04-07,A003,Charlie Davis,A002,123 Services,9906.39
2023-08-30,A002,Alice Johnson,A001,123 Services,6339.75
2023-04-12,A004,Alice Johnson,A003,123 Services,8302.36
2023-03-27,A004,John Doe,A005,XYZ Corp,7563.2
2023-11-08,A002,Alice Johnson,A005,123 Services,8535.35
2023-08-13,A002,Alice Johnson,A003,ABC Inc,6182.1
2023-07-08,A004,Bob Brown,A005,Global Traders,8086.45
2023-05-22,A001,Alice Johnson,A001,Global Traders,4740.25
2023-01-18,A003,Charlie Davis,A003,Tech Solutions,1121.3
2023-02-25,A005,Alice Johnson,A005,Tech Solutions,8962.76
2023-05-22,A003,Bob Brown,A005,XYZ Corp,911.92
2023-05-31,A004,Charlie Davis,A001,ABC Inc,5346.04
2023-06-25,A001,John Doe,A003,ABC Inc,1367.55
2023-02-16,A001,Alice Johnson,A002,Tech Solutions,1749.51
2023-01-24,A005,Jane Smith,A001,ABC Inc,9012.02
2023-03-05,A005,Bob Brown,A004,Global Traders,8997.25
2023-08-17,A001,Jane Smith,A003,ABC Inc,9548.94
2023-03-09,A005,Bob Brown,A004,123 Services,8180.66
2023-02-07,A005,John Doe,A001,Tech Solutions,729.88
2023-11-05,A002,John Doe,A005,XYZ Corp,3608.68
2023-06-05,A005,Charlie Davis,A004,123 Services,7423.34
2023-04-24,A004,John Doe,A004,Tech Solutions,7971.01
2023-03-19,A003,Jane Smith,A003,Global Traders,8190.37
2023-09-11,A003,Bob Brown,A002,Tech Solutions,5182.15
2023-10-11,A001,Alice Johnson,A002,123 Services,3885.3
2023-11-07,A002,Bob Brown,A003,Global Traders,4806.24
2023-04-03,A003,Alice Johnson,A005,XYZ Corp,8012.12
2023-11-06,A003,Alice Johnson,A005,Global Traders,7352.61
2023-04-28,A003,Jane Smith,A003,ABC Inc,4168.32
2023-12-12,A005,Alice Johnson,A002,123 Services,8134.4
2023-07-26,A005,Bob Brown,A002,123 Services,5857.35
2023-05-29,A001,Bob Brown,A003,Global Traders,6167.55
2023-10-11,A005,Alice Johnson,A002,ABC Inc,9379.64
2023-07-28,A002,Bob Brown,A001,Global Traders,6536.4
2023-04-15,A003,John Doe,A002,XYZ Corp,1721.44
2023-10-23,A004,Charlie Davis,A005,Tech Solutions,7452.91
2023-03-09,A003,John Doe,A004,123 Services,7667.41
2023-09-29,A004,Alice Johnson,A004,Tech Solutions,2248.22
2023-06-13,A001,John Doe,A001,123 Services,5527.53
2023-10-26,A004,Alice Johnson,A001,ABC Inc,5442.06
2023-01-19,A005,John Doe,A005,XYZ Corp,2125.64
2023-09-01,A004,Alice Johnson,A005,ABC Inc,8915.55
2023-08-24,A002,John Doe,A002,ABC Inc,2139.88
2023-06-10,A001,Charlie Davis,A001,Global Traders,3096.27
2023-03-08,A001,Charlie Davis,A004,Tech Solutions,3244.1
2023-09-14,A001,Charlie Davis,A001,XYZ Corp,1446.42
2023-10-24,A004,Bob Brown,A004,Global Traders,9081.82
2023-02-21,A003,John Doe,A005,XYZ Corp,8941.79
2023-10-10,A004,John Doe,A002,ABC Inc,6828.59
2023-12-05,A002,Jane Smith,A003,ABC Inc,413.36
2023-02-02,A001,Bob Brown,A005,Global Traders,5830.18
2023-12-15,A002,Alice Johnson,A003,Global Traders,3536.03
2023-09-02,A004,Charlie Davis,A004,123 Services,4740.94
2023-09-07,A002,Jane Smith,A004,ABC Inc,8624.83
2023-05-29,A003,Jane Smith,A002,123 Services,588.86
2023-03-24,A001,Jane Smith,A003,ABC Inc,4740.36
2023-04-16,A003,Charlie Davis,A001,Global Traders,1585.96
2023-07-13,A003,Alice Johnson,A004,ABC Inc,9375.16
2023-10-27,A003,Charlie Davis,A002,XYZ Corp,3006.23
2023-01-20,A003,Charlie Davis,A001,123 Services,1790.4
2023-06-26,A003,John Doe,A004,Tech Solutions,7946.21
2023-09-04,A001,John Doe,A004,ABC Inc,2493.66
2023-12-11,A005,Bob Brown,A003,Tech Solutions,9886.4
2023-05-07,A003,Jane Smith,A003,ABC Inc,7747.38
2023-01-10,A004,Alice Johnson,A005,Tech Solutions,3733.37
2023-05-19,A005,Bob Brown,A005,123 Services,8809.4
2023-11-12,A002,Bob Brown,A003,XYZ Corp,6275.74
2023-08-12,A002,Alice Johnson,A003,Global Traders,8473.6
2023-08-14,A003,Alice Johnson,A005,XYZ Corp,7341.3
2023-12-22,A004,Alice Johnson,A004,Tech Solutions,6688.7
2023-12-12,A001,Alice Johnson,A002,Tech Solutions,2830.93
2023-03-17,A002,Charlie Davis,A001,Global Traders,5180.87
2023-08-30,A002,Jane Smith,A002,XYZ Corp,2457.55
2023-12-14,A004,Jane Smith,A001,ABC Inc,4874.98
2023-05-23,A002,Jane Smith,A004,123 Services,3625.54
2023-12-10,A005,Jane Smith,A005,ABC Inc,4356.55
2023-01-02,A001,Jane Smith,A004,Global Traders,5811.79
2023-11-06,A001,John Doe,A003,XYZ Corp,1548.17
2023-11-04,A004,Charlie Davis,A001,ABC Inc,6324.29
2023-01-29,A002,Alice Johnson,A005,Tech Solutions,4142.86
2023-09-10,A002,Jane Smith,A002,123 Services,4659.02
2023-07-27,A004,John Doe,A004,XYZ Corp,3811.65
2023-01-14,A001,Bob Brown,A005,Tech Solutions,8228.03
2023-03-12,A004,Bob Brown,A002,123 Services,2465.48
2023-11-24,A005,Bob Brown,A003,Global Traders,4257.52
2023-03-23,A003,Alice Johnson,A001,Global Traders,4625.17
2023-08-25,A004,John Doe,A002,XYZ Corp,2646.9
2023-01-15,A002,John Doe,A003,123 Services,7559.59
2023-04-24,A005,John Doe,A005,XYZ Corp,5406.33
2023-01-07,A004,Jane Smith,A004,Tech Solutions,7236.38
2023-01-14,A001,Jane Smith,A005,ABC Inc,6810.09
2023-01-25,A001,Charlie Davis,A001,ABC Inc,2950.73
2023-03-18,A005,Alice Johnson,A005,Global Traders,1678.9
2023-12-22,A002,Jane Smith,A003,ABC Inc,7859.79
2023-08-15,A002,John Doe,A001,XYZ Corp,5171.37
2023-05-25,A004,Alice Johnson,A005,Global Traders,5324.26
2023-02-18,A005,Jane Smith,A005,XYZ Corp,4743.59
2023-12-14,A005,Jane Smith,A005,XYZ Corp,176.03
2023-10-13,A003,Bob Brown,A004,Global Traders,3990.84
2023-09-12,A004,Jane Smith,A004,ABC Inc,3992.06
2023-06-06,A003,Charlie Davis,A002,ABC Inc,6103.84
2023-08-21,A004,John Doe,A001,Global Traders,6177.86
2023-07-13,A002,Alice Johnson,A004,XYZ Corp,6939.24
2023-11-04,A001,Alice Johnson,A002,123 Services,592.8
2023-09-18,A003,Charlie Davis,A004,Global Traders,6594.47
2023-05-23,A001,John Doe,A005,XYZ Corp,8490.69
2023-03-31,A003,Bob Brown,A005,Global Traders,7956.88
2023-08-10,A001,Bob Brown,A005,Global Traders,236.36
2023-01-13,A002,Alice Johnson,A001,Global Traders,2683.04
2023-06-26,A005,John Doe,A004,ABC Inc,4961.14
2023-09-28,A005,Bob Brown,A005,Global Traders,314.33
2023-05-26,A005,Jane Smith,A001,ABC Inc,1643.33
2023-02-04,A002,Jane Smith,A004,Tech Solutions,1087.95
2023-06-30,A001,John Doe,A001,XYZ Corp,4487.24
2023-08-18,A002,Jane Smith,A003,Tech Solutions,3598.19
2023-09-22,A004,Jane Smith,A003,123 Services,3636.52
2023-08-29,A003,Charlie Davis,A002,Global Traders,1062.89
2023-11-16,A004,Bob Brown,A005,Global Traders,6196.61
2023-10-24,A004,Bob Brown,A004,XYZ Corp,8794.47
2023-03-07,A005,John Doe,A002,ABC Inc,1360.98
2023-12-19,A001,Bob Brown,A003,Global Traders,9249.17
2023-07-19,A002,Bob Brown,A005,123 Services,9217.02
2023-05-12,A002,Bob Brown,A001,Global Traders,5850.53
2023-03-13,A002,John Doe,A001,XYZ Corp,7591.94
2023-10-09,A005,John Doe,A002,Global Traders,3102.34
2023-01-13,A002,Jane Smith,A004,ABC Inc,2917.72
2023-04-28,A003,Jane Smith,A001,123 Services,3186.1
2023-03-02,A002,Jane Smith,A003,123 Services,8265.41
2023-11-04,A002,John Doe,A003,ABC Inc,3902.71
2023-09-09,A005,Bob Brown,A005,Global Traders,482.62
2023-12-28,A005,John Doe,A003,123 Services,6694.57
2023-03-10,A003,Alice Johnson,A002,Tech Solutions,4726.54
2023-12-20,A003,John Doe,A002,ABC Inc,5864.03
2023-07-28,A004,Bob Brown,A004,Global Traders,8372.17
2023-11-27,A003,John Doe,A002,XYZ Corp,8953.02
2023-07-16,A002,Bob Brown,A004,ABC Inc,2485.12
2023-06-21,A003,John Doe,A003,Tech Solutions,3592.69
2023-02-24,A003,Bob Brown,A005,ABC Inc,8525.83
2023-11-27,A002,Bob Brown,A005,123 Services,8307.94
2023-11-14,A001,Bob Brown,A005,123 Services,3012.04
2023-05-31,A002,Charlie Davis,A002,ABC Inc,2223.17
2023-04-30,A001,Alice Johnson,A003,ABC Inc,7708.24
2023-05-26,A001,Bob Brown,A003,Tech Solutions,3319.86
2023-07-17,A003,Charlie Davis,A002,XYZ Corp,785.22
2023-12-08,A002,Alice Johnson,A004,Global Traders,8656.63
2023-04-01,A005,Charlie Davis,A001,Global Traders,3300.64
2023-10-02,A005,John Doe,A001,XYZ Corp,1327.02
2023-01-19,A005,Bob Brown,A001,Global Traders,4035.93
2023-02-28,A001,Charlie Davis,A001,123 Services,733.97
2023-04-28,A005,Alice Johnson,A001,Global Traders,2090.78
2023-08-17,A003,John Doe,A003,123 Services,7304.75
2023-10-06,A002,Alice Johnson,A004,Tech Solutions,3362.62
2023-09-18,A005,John Doe,A002,Global Traders,3550.7
2023-03-02,A001,Bob Brown,A002,Tech Solutions,9282.41
2023-03-31,A002,John Doe,A001,Tech Solutions,4475.49
2023-04-09,A005,Charlie Davis,A001,123 Services,9622.92
2023-09-29,A004,John Doe,A001,Tech Solutions,8935.51
2023-01-24,A003,Alice Johnson,A004,ABC Inc,9081.06
2023-04-17,A005,Jane Smith,A001,123 Services,4116.42
2023-09-27,A004,Bob Brown,A005,Global Traders,8347.8
2023-05-11,A002,Alice Johnson,A003,XYZ Corp,4716.18
2023-12-20,A001,Charlie Davis,A001,ABC Inc,6642.24
2023-10-20,A002,Charlie Davis,A005,123 Services,6968.32
2023-08-02,A001,Charlie Davis,A002,123 Services,4376.11
2023-01-04,A001,Alice Johnson,A001,Tech Solutions,560.73
2023-06-11,A005,Charlie Davis,A004,123 Services,5658.65
2023-05-20,A003,Bob Brown,A005,XYZ Corp,2713.99
2023-03-23,A005,John Doe,A002,XYZ Corp,6388.77
2023-11-01,A003,John Doe,A005,XYZ Corp,768.25
2023-05-13,A003,Charlie Davis,A001,XYZ Corp,1154.07
2023-07-03,A005,Bob Brown,A003,Tech Solutions,2154.34
2023-06-21,A001,Charlie Davis,A003,123 Services,1127.47
2023-05-12,A005,Charlie Davis,A002,123 Services,5534.64
2023-10-18,A004,John Doe,A002,XYZ Corp,2090.83
2023-01-07,A005,Alice Johnson,A005,Tech Solutions,8789.71
2023-01-02,A005,Charlie Davis,A002,123 Services,5856.79
2023-07-21,A002,Alice Johnson,A003,Tech Solutions,3051.79
2023-06-13,A004,Charlie Davis,A001,123 Services,4032.48
2023-11-30,A004,John Doe,A005,XYZ Corp,5625.93
2023-07-07,A004,Alice Johnson,A002,Tech Solutions,6480.56
2023-06-30,A003,Jane Smith,A001,ABC Inc,8936.42
2023-06-19,A002,Jane Smith,A004,Global Traders,8247.29
2023-05-28,A002,Charlie Davis,A004,ABC Inc,2529.13
2023-07-23,A003,Charlie Davis,A004,Tech Solutions,1431.92
2023-10-02,A003,Bob Brown,A001,123 Services,528.04
2023-08-21,A004,Charlie Davis,A004,123 Services,2565.24
2023-10-11,A001,Bob Brown,A003,Global Traders,9151.89
2023-10-18,A001,Charlie Davis,A001,XYZ Corp,1755.04
2023-05-14,A005,Charlie Davis,A005,123 Services,1877.3
2023-05-02,A003,Bob Brown,A003,Global Traders,6947.0
2023-02-19,A002,Alice Johnson,A004,Tech Solutions,6876.32
2023-02-19,A002,Bob Brown,A002,XYZ Corp,2984.93
2023-09-23,A001,John Doe,A004,Global Traders,3520.0
2023-05-29,A004,Bob Brown,A001,Global Traders,697.32
2023-10-09,A005,Bob Brown,A004,ABC Inc,2255.12
2023-06-23,A005,Bob Brown,A005,Global Traders,9253.08
2023-01-01,A004,John Doe,A001,XYZ Corp,5768.3
2023-07-04,A002,Charlie Davis,A004,ABC Inc,871.1
2023-01-29,A002,Charlie Davis,A003,Global Traders,333.04
2023-12-28,A001,Charlie Davis,A001,Global Traders,5644.86
2023-10-05,A004,Alice Johnson,A005,ABC Inc,7665.53
2023-01-07,A001,Bob Brown,A002,123 Services,9224.74
2023-05-09,A001,Charlie Davis,A002,123 Services,4020.02
2023-09-24,A004,Jane Smith,A001,Tech Solutions,7856.67
2023-12-03,A002,Charlie Davis,A004,123 Services,338.77
2023-11-17,A003,Charlie Davis,A004,ABC Inc,3123.48
2023-11-03,A004,John Doe,A002,Global Traders,1656.92
2023-12-23,A002,John Doe,A002,XYZ Corp,6913.75
2023-05-31,A005,Charlie Davis,A004,123 Services,3935.27
2023-07-11,A005,Charlie Davis,A001,ABC Inc,1758.79
2023-05-12,A005,Bob Brown,A004,123 Services,6723.34
2023-04-07,A001,Alice Johnson,A005,123 Services,156.32
2023-04-05,A001,Bob Brown,A004,Global Traders,7244.05
2023-10-07,A004,Alice Johnson,A003,ABC Inc,4161.44
2023-11-13,A001,Bob Brown,A003,Global Traders,3559.5
2023-12-05,A001,Jane Smith,A002,XYZ Corp,3025.74
2023-07-02,A005,Jane Smith,A005,ABC Inc,7250.39
2023-12-28,A002,Bob Brown,A005,Global Traders,4414.35
2023-11-28,A002,Charlie Davis,A002,123 Services,9260.76
2023-05-23,A003,Bob Brown,A001,Global Traders,6935.09
2023-05-24,A004,Jane Smith,A004,ABC Inc,8543.94
2023-02-12,A002,Jane Smith,A004,XYZ Corp,836.46
2023-06-29,A001,John Doe,A001,XYZ Corp,7689.79
2023-04-27,A002,John Doe,A004,XYZ Corp,1911.01
2023-07-30,A005,John Doe,A002,Global Traders,6971.59
2023-12-21,A002,Charlie Davis,A001,ABC Inc,8004.97
2023-08-24,A004,John Doe,A002,ABC Inc,3624.69
2023-01-30,A002,Alice Johnson,A002,Global Traders,6181.04
2023-08-29,A001,Bob Brown,A001,Global Traders,3980.26
2023-05-14,A004,Jane Smith,A004,XYZ Corp,3543.58
2023-07-31,A002,Bob Brown,A005,Global Traders,1768.37
2023-11-09,A001,Alice Johnson,A001,XYZ Corp,5435.35
2023-06-27,A001,Alice Johnson,A004,XYZ Corp,839.58
2023-08-01,A001,John Doe,A003,Global Traders,8214.46
2024-01-01,A004,Alice Johnson,A004,ABC Inc,4448.88
2023-05-22,A003,Jane Smith,A004,ABC Inc,2320.78
2023-06-12,A001,John Doe,A001,Tech Solutions,2120.87
2023-08-27,A005,Alice Johnson,A004,XYZ Corp,9356.95
2023-03-27,A001,Alice Johnson,A003,ABC Inc,1439.34
2023-04-21,A002,Alice Johnson,A003,XYZ Corp,8390.78
2023-10-10,A002,Charlie Davis,A004,Tech Solutions,1861.89
2023-01-15,A002,John Doe,A001,ABC Inc,1927.06
2023-11-26,A002,Charlie Davis,A002,XYZ Corp,403.52
2023-09-02,A001,Charlie Davis,A005,123 Services,2523.23
2023-03-07,A001,Charlie Davis,A005,Tech Solutions,4027.2
2023-07-30,A004,John Doe,A001,XYZ Corp,3052.45
2023-05-06,A003,Bob Brown,A005,123 Services,1387.81
2023-08-30,A005,John Doe,A001,Global Traders,8709.56
2023-01-12,A005,Charlie Davis,A003,Global Traders,8749.39
2023-06-14,A002,Charlie Davis,A003,Global Traders,5777.76
2023-07-02,A004,John Doe,A004,123 Services,1501.37
2023-11-11,A004,Jane Smith,A004,Global Traders,8607.0
2023-01-28,A003,Charlie Davis,A001,123 Services,8804.02
2023-08-16,A004,Alice Johnson,A005,XYZ Corp,5936.61
2023-06-27,A004,Alice Johnson,A003,Global Traders,4295.53
2023-08-15,A003,Bob Brown,A004,Global Traders,5213.08
2023-09-05,A002,John Doe,A002,XYZ Corp,6931.05
2023-08-17,A001,Jane Smith,A002,Global Traders,6501.36
2023-10-23,A005,Charlie Davis,A002,123 Services,5235.6
2023-02-18,A003,John Doe,A001,Tech Solutions,4841.6
2023-01-30,A003,John Doe,A003,XYZ Corp,7958.2
2023-05-28,A003,Jane Smith,A003,123 Services,4494.08
2023-12-06,A002,Charlie Davis,A005,123 Services,1926.38
2023-08-03,A001,Bob Brown,A001,Tech Solutions,6208.09
2023-09-09,A001,Jane Smith,A003,ABC Inc,728.2
2023-11-01,A005,Bob Brown,A003,Global Traders,1310.26
2023-12-11,A005,Jane Smith,A001,ABC Inc,5154.25
2023-11-12,A004,Jane Smith,A005,ABC Inc,6283.52
2023-08-17,A004,John Doe,A002,XYZ Corp,947.93
2023-03-21,A002,Bob Brown,A005,Global Traders,1445.16
2023-07-29,A002,Jane Smith,A002,Global Traders,2226.21
2023-03-27,A004,Alice Johnson,A002,Tech Solutions,9277.72
2023-07-25,A005,John Doe,A005,Tech Solutions,244.39
2023-06-08,A004,Alice Johnson,A002,ABC Inc,3491.1
2023-12-31,A003,Alice Johnson,A002,Global Traders,8775.74
2023-11-15,A003,Bob Brown,A003,123 Services,7081.72
2023-03-17,A005,Bob Brown,A001,Global Traders,5035.08
2023-04-26,A003,Alice Johnson,A005,XYZ Corp,5785.47
2023-11-14,A003,Alice Johnson,A001,ABC Inc,1031.03
2023-01-31,A005,Bob Brown,A004,XYZ Corp,4860.38
2023-09-28,A004,Charlie Davis,A003,123 Services,1682.28
2023-01-07,A003,Bob Brown,A004,XYZ Corp,5608.88
2023-04-15,A001,Bob Brown,A001,Tech Solutions,4708.84
2023-10-11,A004,John Doe,A005,XYZ Corp,1535.15
2023-10-02,A004,Jane Smith,A004,123 Services,8142.27
2023-05-08,A005,Bob Brown,A001,XYZ Corp,4694.47
2023-02-20,A002,John Doe,A001,Global Traders,2452.42
2023-04-26,A002,Alice Johnson,A003,Global Traders,3079.88
2023-08-19,A004,John Doe,A001,XYZ Corp,6206.77
2023-11-22,A001,Charlie Davis,A001,123 Services,5015.3
2023-04-06,A004,Bob Brown,A001,Global Traders,3282.78
2023-12-13,A004,Jane Smith,A002,ABC Inc,4541.38
2023-04-01,A004,Alice Johnson,A001,Tech Solutions,6393.58
2023-08-24,A002,Jane Smith,A003,123 Services,8996.01
2023-10-08,A003,Jane Smith,A003,ABC Inc,4758.03
2023-03-12,A001,Alice Johnson,A003,Tech Solutions,4141.21
2023-01-04,A005,John Doe,A005,Global Traders,4051.76
2023-03-05,A004,Bob Brown,A005,123 Services,5635.53
2023-03-09,A003,Charlie Davis,A005,123 Services,227.56
2023-09-23,A003,Bob Brown,A004,Global Traders,6107.81
2023-03-02,A001,Jane Smith,A001,Tech Solutions,1000.0
2023-01-10,A002,Jane Smith,A003,ABC Inc,2879.47
2023-01-12,A001,Charlie Davis,A002,Tech Solutions,8180.94
2023-04-11,A003,Bob Brown,A003,Global Traders,7060.23
2023-08-25,A004,Charlie Davis,A004,123 Services,9176.63
2023-01-04,A001,Charlie Davis,A001,Global Traders,1164.37
2023-08-16,A002,Charlie Davis,A001,Tech Solutions,7870.18
2023-08-23,A001,Alice Johnson,A003,123 Services,9755.29
2023-10-23,A005,Charlie Davis,A002,123 Services,656.01
2023-05-24,A001,Bob Brown,A004,XYZ Corp,8557.09
2023-02-09,A005,John Doe,A004,ABC Inc,2368.37
2023-03-30,A005,Alice Johnson,A001,Tech Solutions,1473.4
2023-01-24,A001,Jane Smith,A005,ABC Inc,9722.53
2023-06-09,A001,Bob Brown,A001,Global Traders,8104.43
2023-06-06,A002,John Doe,A003,XYZ Corp,4691.27
2023-11-30,A004,John Doe,A001,XYZ Corp,6813.67
2023-09-06,A002,Bob Brown,A002,ABC Inc,4851.35
2023-12-20,A002,Alice Johnson,A004,Tech Solutions,1988.66
2023-02-19,A005,Charlie Davis,A005,Global Traders,3424.92
2023-11-27,A004,John Doe,A004,XYZ Corp,6806.58
2023-07-03,A001,Charlie Davis,A001,123 Services,4439.58
2023-06-19,A003,Bob Brown,A004,Global Traders,5840.55
2023-11-25,A003,Bob Brown,A004,Tech Solutions,1351.49
2023-06-02,A003,Bob Brown,A004,123 Services,7707.64
2023-01-23,A001,Alice Johnson,A003,ABC Inc,9229.24
2023-05-18,A003,John Doe,A002,ABC Inc,6956.93
2023-10-12,A001,Jane Smith,A005,ABC Inc,7952.7
2023-06-10,A005,Charlie Davis,A002,123 Services,4276.66
2023-04-21,A001,Alice Johnson,A005,Tech Solutions,4373.09
2023-03-20,A001,Charlie Davis,A001,123 Services,6157.89
2023-05-10,A005,Charlie Davis,A001,123 Services,8843.59
2023-09-06,A004,Charlie Davis,A005,Global Traders,1183.81
2023-05-28,A004,Charlie Davis,A001,Tech Solutions,4380.0
2023-07-02,A004,Jane Smith,A003,XYZ Corp,4963.59
2023-11-28,A001,Alice Johnson,A004,Global Traders,8882.67
2023-01-26,A004,John Doe,A005,123 Services,3790.37
2023-09-27,A002,Alice Johnson,A002,ABC Inc,9708.82
2023-04-30,A004,Jane Smith,A003,123 Services,774.28
2023-05-20,A003,Bob Brown,A003,123 Services,4494.52
2023-01-31,A003,Jane Smith,A002,Tech Solutions,3816.38
2023-03-07,A002,John Doe,A002,XYZ Corp,8284.91
2023-06-30,A001,Bob Brown,A001,Tech Solutions,5188.93
2023-05-08,A003,Bob Brown,A002,Tech Solutions,8046.8
2023-01-11,A003,John Doe,A005,XYZ Corp,8564.01
2023-09-24,A003,Alice Johnson,A001,Tech Solutions,2229.41
2023-11-07,A005,Alice Johnson,A004,Tech Solutions,3504.14
2023-05-28,A001,Charlie Davis,A004,123 Services,8983.35
2023-03-24,A003,Jane Smith,A003,Tech Solutions,5658.95
2023-10-28,A004,Jane Smith,A002,123 Services,9237.62
2023-11-27,A005,John Doe,A004,XYZ Corp,764.31
2023-03-16,A001,Charlie Davis,A002,123 Services,3143.84
